Unnamed: 0,individual,alias
7693,"bien hoa new city, gia bien hoa new city",
7703,vietsing phu chanh,
7704,dong tien,
7706,kingdom 101,
7707,the emerald,
7714,startup tower,
7738,"sadora, sala",
7740,asiana capella,
7743,one verandah quan,
7747,"golden mansion, novaland pho quang",
7749,"landmark 81, botanica prermier, botanica premier",
7757,phuc yen 1,
7761,el dorado tay ho,
7762,"centa vsip bac ninh, don lap",
7766,"the sun city phuoc kien, thanh nhut, lavila night south",
7767,cc golden land,
7768,everrich iii,
7772,"hoang huy song cam, hoang huy riverside",
7781,"the ky 21, landmark 81",
7782,"nam residence, chon dong nam residence",
7783,"novaland, sunrise city",
7790,"landmark 81, bcons polygon, bcons polygons",
7797,bien hoa new town 2,
7813,a1,
7814,hodeco plaza,
7817,"keangnam, vinhomes west point do, vinhomes west point",
7819,cau giay center point,
7820,linh tay,
7823,hoa sen,
7828,saigonres binh thanh,
7830,carillon 1,
7832,city garden,
7833,dat phuong nam,
7840,cat,
7842,ban ch tecco central home,
7845,topaz garden,
7851,carillon hoang hoa tham,
7854,lavida residences vung tau,
7857,"happy beach villas, tripple key, novaland gallery",
7863,"an gia, west gate",
7874,"vinaconex 1, vinata tower, roman plaza",
7884,five star kim giang,
7885,"eco dream, tay nam kim giang",
7891,"kingcrown, king crown thao dien",
7901,thuy loi 4,
7903,"richstar, novaland",
7905,ket bank,
7909,"tay, starlake",
7911,sun ancora so,
7913,"10 mau, parcspring phuong binh trung dong q",
7916,sing garden,
7933,"phu my hung, the peak - midtown, midtown",
7935,"phu my hung, the peak garden quan",
7937,the suite,
7940,"imperia grand plaza, shophouse",
7947,tdc dai phuoc,
7949,"sunview town, dat xanh",
7951,"botanica premier, novaland",
7955,geleximco le trong tan,
7959,phuong nam,
7961,"casamia calm, casamia calm hoi an",
7969,"khu biet, phuong nam",
7971,"nam long, nam khang",
7972,thanh pho ven song waterpoint,
7973,tms land hung vuong,
7976,dong van 1,
7985,"phuoc, my phuoc khanh, newtown 6",
7987,do centrosa garden,
7991,dht 44,
7992,melia at the hamptons ho tram lh,
7993,"ro, prosper pho dong",
7997,"skyvilla, sunshine metaland da nang, hotel",
7998,quy anh chi alo em,
7999,phuoc binh,
8000,phu my golden city,
8001,riverpark premier,
8006,"my kim 3, penthouse happy valley",
8007,citi esto cat lai,
8008,aurora,
8009,moonlight,
8011,"aurora ben binh dong, aurora",
8014,phuc hung real,
8021,jamona home resort,
8030,mandarin garden 2,
8033,eco lake view,
8036,"clubhouse, apricot",
8037,charm resort ho tram,
8040,"compound, lakeview city",
8042,lakeview city,
8044,cityland emart,
8052,pegasuite 1,
8058,"small swan park, swancity",
8063,grand view,
8075,"legacy central, tp thuan an - binh duong",
8076,"my kim 3, phu my hung, gs metro city nha be, gs metrocity nha be",
8077,t&t riverview vinh hung,
8080,gleximco le trong tan,
8100,hoang huy commerce,
8105,le phong 550,
8115,son ky 1,
8121,phu thanh,
8124,nguyen ngoc phuong p19,
8127,thanh da view,
8132,n01,
8134,dic phoenix,
8135,ct3 thuong dinh,
8145,gateway,
8151,"ba son, vinhomes",
8152,"palivion premium, pavilion",
8155,pegasus plaza,
8165,"ecopark, eco central park",
8171,"mau giao lien phuong ket tien, verosa, kdc mau giao tw3",
8172,"botique hotel, commercial villa",
8177,"long thanh, stc long thanh",
8178,mahattan glory vinhomes grand park quan,
8186,vinh truong,
8192,van phuc,
8193,long truong,
8194,"sonasea villlas & resort, sonasea paris villas",
8198,rosita garden,
8199,lavilla,
8213,compound huynh tan phat,
8215,golden hills city,
8226,"ocean suites, the ocean villas, ocean villas",
8231,tay nam linh dam,
8232,"an khanh, an tho dt, an thuong",
8242,htv phu thinh green park,
8244,"midtown phu my hung, the everrich 3, sunshine city sai gon",
8245,"gia long real estate investment jsc, gs metrocity zeitgeist city nha, gia long riverside",
8252,the elitte 2,
8259,"phu my hung, camellia garden",
8260,4s,
8266,"sanctuary ho tram, ho",
8268,"sky mansion, feliz en vista, toa altaz, altaz",
8270,centana dien phuc thanh,
8271,ho nai,
8288,"phuc dat, phuc dat 3",
8290,sentosa villa,
8294,trung tren,
8295,saigon riverside,
8299,tay ho residence,
8301,"grandplaza, brg 16",
8303,"greenhouse, don lap, chateau, phu my hung",
8305,mega city2 kim oanh,
8307,"xdhn, phuoc an",
8308,"hud 1, long tho phuoc an, hud",
8311,an khang,
8313,mega city - 1,
8317,richmond city,
8319,oasis,
8321,"nam phu villas, phu my hung, nam vien",
8325,"sun group, sun group sam son",
8329,"saigoncoop, osimi tower",
8348,"midori park the view, midori park the glory",
8349,van xuan,
8352,hoa hau huong dinh,
8378,shophouse lakeview city,
8380,florence -,
8384,"samsung village, samsung",
8389,the sun me tri,
8393,golden field my dinh,
8394,"dragon pearl duc hoa long an, dragon pearl, dragon pearl duc hoa",
8409,flc complex pham hung,
8410,grand the manhattan,
8413,"flc star tower, van phu victoria",
8423,dream garden,
8428,hien huu,
8430,areco,
8454,"the sol city, the diamond city, quoc linh",
8459,the goldview quan,
8462,wilton tower,
8473,leman luxury,
8476,everrich quan,
8477,kingdom,
8484,smart home thong,
8488,"king crown infinity, sky villas",
8497,binh chanh,
8501,"chi linh, chi linh 26",
8503,chi linh,
8516,"regal le pavillon, le pavillon",
8517,mimosa ecopark,
8518,"tresor, the tresor",
8521,vela chinh,
8522,"opal tower, opal garden, opal riverside",
8529,phuoc ly,
8531,"vinhome riverside, viet hung",
8550,"ha do centrosa garden, ha do centrosa",
8551,hoanh son complex,
8555,lanh anh 7b,
8559,four point bien,
8564,"doji tower, diamond crown plaza hai phong",
8565,starlake tay ho,
8567,vinhome ha tinh,
8568,an suong q12,
8569,"vinh hoa nha trang, vinh hoa",
8572,phan xich long,
8574,sky villas,
8591,"an khanh, thang long capital, thang long capital an",
8596,"cityland garden hills, cityland garden phan van",
8602,terra an hung,
8605,dong ngan,
8606,phuoc loc,
8610,"thu thiem dragon, landmark 81",
8613,"citibella 2, citi bella 2",
8625,"an don, 4",
8627,ha do greenview,
8631,verosa park khang dien,
8640,ch centum wealth,
8641,sonasea van don,
8652,phu loi,
8661,"de lagi 577, de la gi, de lagi",
8663,hiep tien,
8666,hiep thanh,
8667,"vuon vua resort, vuon vua, vuon vua resort & villas",
8678,quang hung thanh hoa,
8685,"moonlight centre point, moonlight center point",
8704,"hai au, vin marina",
8721,apec,
8726,bitexco,
8727,hoianreal,
8729,"city, aqua city dao phuong hoang bien hoa",
8730,"daresco duc hoa 3, daresco",
8733,"feliz en vista, sky loft, altaz",
8735,giai viet & central premium,
8736,zoneland,
8737,xuan tay,
8739,"k3 starlake, starlake",
8740,hon rom,
8741,mat bien xuan thuy,
8742,xuan thuy hon rom mui ne,
8744,"ciputra ha noi, the link 345",
8747,"phu dong premier binh duong, landmark 81",
8749,"toa tilia, empire city",
8750,"palm heights, keppel land singapore",
8757,athena complex phap van,
8775,tan dinh,
8776,"happyone centrall, becamex, happy one centrall",
8777,d3 phu hoa,
8783,vcn phuoc long 2,
8796,ct6a,
8797,-,
8798,"vinhome ocean park, the empire hung yen",
8802,"the estella, the infiniti",
8803,"citi home, citi esto, citi bella 1, imperia an phu",
8805,"golden bay, bay 602, golden bay 602",
8807,vinh tan vsip 2 mo rong,
8812,booyoung,
8813,t30,
8820,"lakeside, shophouse",
8830,"nam rach chiec, lakeview city",
8831,"viet nhan villa riverside, vinhomes grand park q 9",
8832,"the zenpark, panorama",
8836,"the sound, bay phan thiet, thanh long bay",
8845,"dien thuan star hills, 13",
8846,"geleximco le trong tan, geleximco",
8851,"the sun avenue, van minh",
8856,lk an hung,
8858,"vista khang dien, phong phu 4",
8859,"chanh nghia, sky view chanh nghia, skyview",
8864,la carte ha long bay,
8866,thang loi central hill,
8872,dream home luxury,
8876,lakeview city dt,
8878,bcons bee,
8880,penhouse,
8885,hon thom,
8886,"midtown phu my hung, the peak midtown, the peak",
8888,"midtown phu my hung, the peak midtown phu my hung quan, the peak midtown phu my hung, phu my hung",
8889,"landmark 81, phu my hung, the peak, bitexco",
8890,"midtown the peak, landmark 81, phu my hung, bitexco",
8893,him lam long bien,
8901,casamia hoi an,
8905,phuoc kien a,
8906,long an,
8908,gelexia,
8930,west lakes golf & villas tran anh group,
8935,"the zen park, zenpark, vinhomes ocean park",
8939,thanh tan,
8943,yen ha,
8953,the aston,
8957,vinaconex mong cai,
8980,viet duc complex,
8983,citi soho,
8984,"landmark 81, citi soho cat lai",
8988,mat bien,
8994,vinhomes ba son,
8997,vinhomes golden river,
9003,yangbay hl 62,
9005,"victoria, -, vinhomes golden river, bitexco",
9007,"khang dien, topia garden khang dien",
9013,"harmony squre, harmony square",
9018,sai gon garden riverside village,
9019,"inoha, inoha city",
9020,"landmark 81, vinhomes central park binh thanh, vinhomes",
9025,"naha lakeview dong ha quang tri, naha lakeview",
9030,4s linh dong,
9037,mallocar city,
9042,vu kieu,
9050,becamex chon thanh,
9052,binh chieu,
9056,thuan phat,
9059,"green riverside huynh tan phat, biet thu",
9069,phong phu khang dien,
9072,tung thu,
9073,lovera park khang dien,
9075,happy city,
9076,"stars city yen bai, tnr stars city, tnr star yen bai, tnr stars yen bai city",
9077,17,
9080,cu biconsi hiep,
9084,phan tu,
9086,vins residence long cang,
9087,"son dong hoai duc, son dong center",
9095,five star eco city,
9099,city millennia,
9100,"vinh phu, marina tower",
9102,dong tao,
9110,"land mark 72 - keangnam, nam trung yen",
9113,apartments,
9117,khanh thuong,
9123,aristo hotel,
9126,"home of the elites, millennium",
9129,kim son tp hcm,
9130,"savico, sunview town",
9137,the viva city,
9148,citi bella,
9154,intresco,
9155,an phu,
9156,an phu - an khanh,
9157,"chi dong, me linh plaza",
9158,"vinhomes ocean park, the empire, the empire - vinhomes ocean park, the empire vinhomes ocean park",
9161,truong dinh hoi,
9162,"vinh phu 1, marina tower",
9164,hoa xuan,
9173,thien ly,
9175,saigon royal,
9178,dong thi nam bau ri,
9189,tan phu,
9198,megacity kontum,
9211,the jade orchid,
9225,tri kiet,
9227,"duplex, la astoria",
9229,sunshine riverside phu thuong,
9235,"vinhomes grand park khu, truong luu, centana dien phuc thanh, rio grande",
9237,tau,
9248,lien co cau giay,
9251,"son kim land, serenity sky villas",
9259,4,
9263,"mat tien bien, homestay ven",
9267,trung nghia,
9268,an binh tan,
9282,"nam long phu thuan, landmark 81",
9283,rosa villas,
9286,"land go vap, david",
9291,belleza,
9294,"kien hung, mipec kien hung",
9295,lo voi cot 8,
9300,duong hong mt,
9307,dinh suoi mon,
9321,"vinhomes grand park, cu lao",
9326,bac linh dam hoang mai,
9343,dong bo phu luong 2,
9345,hon ro i,
9347,hung long,
9349,the terrace lao cai,
9355,son thuy,
9357,"3, 2",
9358,eurowindow twin park,
9359,"tdc suoi lon, suoi lon",
9360,central thang loi,
9361,"ocean villa, bwp charm resort ho tram",
9362,ct36 dinh cong,
9363,"tu hiep, tecco diamond",
9364,kinh doanh,
9367,diamond city,
9369,"the metropole, the galleria, the crest, shophouse giai, shophouse metropole thu thiem",
9372,hon ro 2,
9376,phu ngoc,
9384,sapphire vinhomes ocean park,
9389,the ky moi,
9391,eco 6,
9392,"tay ho tay, tay ho residence",
9393,"mega royal city, mega royal",
9396,lavida residences,
9408,no trang long,
9411,hang,
9416,lagona binh chau,
9418,"the sailing, wyndham, the sailing quy nhon, bien",
9419,"sao, sao grand silverland mt ly",
9421,"bai dai cam ranh, mystery villas",
9423,vinhomes thang long,
9424,"linh dam, vp3",
9430,"lovera premier, lovera premier khang dien, phong phu 4",
9434,sentosa riverside,
9435,do,
9444,"sunshine city, jamona",
9446,sadeco ven song tan,
9451,goc de,
9453,tho shr,
9457,city tower,
9460,"vinhomes dream city, vinhomes dream city hung yen",
9463,- an khanh,
9468,shophouse htl seaside mat bien,
9480,suoi tien huong lo 39,
9482,long phuoc,
9485,thu bt4,
9487,"compound, hung thai, phu my hung",
9489,"aquamarine, angsana, sanctuary club, angsana residences ho tram, angsana ho tram",
9491,the empire - vinhomes ocean park 2,
9493,"ecopark, sky oasis",
9497,"penhouse, pearl",
9522,ba cu,
9527,aqua bay park1,
9530,"estella, estella heights",
9532,"house cityland, cityland, cityland park hills",
9545,"zenpark, vinhomes ocean park, vinhomes",
9561,kim long city,
9566,office building,
9572,luong son thuong xuan,
9578,"hqc plaza, hoang quan",
9579,spring town,
9581,farmstay,
9582,vinhomes grand park quan 9,
9584,eco green saigon,
9586,"kingdom 101, kingdom, fpland, 101",
9588,"camellia garden khu biet thu, camellia garden",
9595,"mega city, thuan loi",
9604,tai loc & hanh phuc,
9605,etown,
9640,rung sac binh khanh can,
9645,thanh ha,
9660,mau than,
9675,richland,
9683,vinhomes riverside long bien,
9687,green dragon city cam,
9689,phuc hung,
9725,erowindow tran duy hung,
9726,"nam vien homestay, nam vien",
9734,thi tran ben luc long an,
9735,huyen ky,
9740,"my dinh song da sico tower, dolphin plaza",
9749,shophouse gs - han quoc,
9750,"regal signature, boutique hotel, regal legend quang binh",
9753,"centa vsip, centa city vsip",
9765,mong hoa,
9770,idico tan phu,
9773,my phu 3 - pmh,
9774,nam vinh hai,
9776,tan thanh,
9782,van phuc doc bun van khe,
9783,discovery complex,
9784,dam phuong,
9785,stellar garden,
9788,phuoc thien quan,
9795,"phu my hung, the park residence",
9796,solar city,
9797,thanh loc 29,
9800,binh phuoc quang minh,
9801,hong kong tower,
9807,"dragon smart city, dragon",
9809,epics home,
9811,lieu giai tower,
9815,long hai shr,
9822,mega royal,
9825,bohemia le van thiem,
9839,cua phu,
9849,"hud, thanh hung",
9866,precia,
9873,"la maison, la maison de",
9889,tc,
9893,citihome,
9894,can gio,
9896,park legend,
9921,van khe - la khe,
9925,"bidv hung vuong, tay hung vuong",
9929,river park,
9931,vin silk village,
9936,"rio bonito, centana dien phuc thanh, rio grande",
9945,an gia,
9952,tophill,
9968,di trach,
9974,tan tra,
9976,minh hung,
9978,my xuan,
9980,imperial plaza,
9982,nam long bau bang,
9985,ct,
9989,centana,
9991,gold coast,
9993,helios,
9997,don lap my van,
